"","location_id","latitude","longitude","specie_id","specie_name","location_name","trait_id","trait_name","methodology_id","methodology_name","value"
"43",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"44",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"45",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"46",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"47",46,13.065258,-59.39125,590,"Pseudodiploria strigosa","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"48",46,13.065258,-59.39125,590,"Pseudodiploria strigosa","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"49",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"50",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"51",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"52",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"53",46,13.065258,-59.39125,951,"Madracis pharensis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"54",46,13.065258,-59.39125,204,"Agaricia humilis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"55",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"56",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"57",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"58",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"59",46,13.065258,-59.39125,585,"Dichocoenia stokesi","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"60",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"61",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"62",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"63",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"64",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"65",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"66",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"67",46,13.065258,-59.39125,590,"Pseudodiploria strigosa","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"68",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"69",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"70",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"71",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"72",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"73",46,13.065258,-59.39125,585,"Dichocoenia stokesi","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"74",46,13.065258,-59.39125,585,"Dichocoenia stokesi","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"75",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"76",46,13.065258,-59.39125,979,"Orbicella franksi","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"77",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"78",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"79",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"80",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"81",46,13.065258,-59.39125,590,"Pseudodiploria strigosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"82",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"83",46,13.065258,-59.39125,458,"Colpophyllia natans","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"84",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"85",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"86",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"87",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"88",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"89",46,13.065258,-59.39125,585,"Dichocoenia stokesi","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"90",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"91",46,13.065258,-59.39125,204,"Agaricia humilis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"92",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"93",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"94",46,13.065258,-59.39125,964,"Meandrina meandrites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"95",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"96",46,13.065258,-59.39125,964,"Meandrina meandrites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"97",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"98",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"99",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"100",46,13.065258,-59.39125,590,"Pseudodiploria strigosa","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"101",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"102",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"103",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"104",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"105",46,13.065258,-59.39125,649,"Favia fragum","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"106",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"107",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"108",46,13.065258,-59.39125,964,"Meandrina meandrites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"109",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"110",46,13.065258,-59.39125,964,"Meandrina meandrites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"111",46,13.065258,-59.39125,458,"Colpophyllia natans","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"112",46,13.065258,-59.39125,943,"Madracis decactis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"113",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"114",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"115",46,13.065258,-59.39125,204,"Agaricia humilis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"116",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"117",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"118",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"119",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"120",46,13.065258,-59.39125,949,"Madracis mirabilis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"121",46,13.065258,-59.39125,964,"Meandrina meandrites","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"122",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"123",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"124",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"125",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"126",46,13.065258,-59.39125,458,"Colpophyllia natans","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"127",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"128",46,13.065258,-59.39125,943,"Madracis decactis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"129",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"130",46,13.065258,-59.39125,1393,"Siderastrea radians","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"131",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"132",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"133",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"134",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"135",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"136",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"137",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"138",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"139",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"140",46,13.065258,-59.39125,973,"Orbicella annularis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"141",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"142",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"143",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"144",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"145",46,13.065258,-59.39125,649,"Favia fragum","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"146",46,13.065258,-59.39125,949,"Madracis mirabilis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"147",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"148",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"149",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"150",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"151",46,13.065258,-59.39125,649,"Favia fragum","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"152",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"153",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"154",46,13.065258,-59.39125,458,"Colpophyllia natans","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"155",46,13.065258,-59.39125,204,"Agaricia humilis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"156",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"157",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"158",46,13.065258,-59.39125,979,"Orbicella franksi","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"159",46,13.065258,-59.39125,458,"Colpophyllia natans","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"160",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"161",46,13.065258,-59.39125,585,"Dichocoenia stokesi","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"162",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"163",46,13.065258,-59.39125,978,"Orbicella faveolata","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"164",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"165",46,13.065258,-59.39125,204,"Agaricia humilis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"166",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"167",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"168",46,13.065258,-59.39125,201,"Agaricia agaricites","Barbados",128,"Symbiodinium clade",51,"DGGE","C"
"169",46,13.065258,-59.39125,1316,"Porites porites","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"170",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"171",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","A"
"172",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"173",46,13.065258,-59.39125,649,"Favia fragum","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"174",46,13.065258,-59.39125,975,"Montastraea cavernosa","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"175",46,13.065258,-59.39125,943,"Madracis decactis","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"176",46,13.065258,-59.39125,589,"Diploria labyrinthiformis","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"177",46,13.065258,-59.39125,1269,"Porites astreoides","Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"178",46,13.065258,-59.39125,1395,"Siderastrea siderea","Barbados",128,"Symbiodinium clade",51,"DGGE","D"
"179",47,18.13265,-77.29588889,964,"Meandrina meandrites","Jamaica",128,"Symbiodinium clade",51,"DGGE","A"
"180",47,18.13265,-77.29588889,964,"Meandrina meandrites","Jamaica",128,"Symbiodinium clade",51,"DGGE","F"
"181",49,10.141381,-75.930156,1269,"Porites astreoides","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","A"
"182",49,10.141381,-75.930156,964,"Meandrina meandrites","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","C"
"183",49,10.141381,-75.930156,37,"Acropora cervicornis","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","A"
"184",49,10.141381,-75.930156,1269,"Porites astreoides","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","C"
"185",49,10.141381,-75.930156,1269,"Porites astreoides","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","B"
"186",49,10.141381,-75.930156,964,"Meandrina meandrites","Cartagena, Columbia",128,"Symbiodinium clade",51,"DGGE","B"
"187",50,24.776438,-80.717769,1393,"Siderastrea radians","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"188",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"189",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","A"
"190",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"191",50,24.776438,-80.717769,37,"Acropora cervicornis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","A"
"192",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"193",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"194",50,24.776438,-80.717769,37,"Acropora cervicornis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","A"
"195",50,24.776438,-80.717769,37,"Acropora cervicornis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"196",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"197",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"198",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"199",50,24.776438,-80.717769,458,"Colpophyllia natans","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"200",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"201",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"202",50,24.776438,-80.717769,975,"Montastraea cavernosa","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"203",50,24.776438,-80.717769,973,"Orbicella annularis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"204",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"205",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"206",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","A"
"207",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"208",50,24.776438,-80.717769,589,"Diploria labyrinthiformis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"209",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"210",50,24.776438,-80.717769,590,"Pseudodiploria strigosa","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"211",50,24.776438,-80.717769,973,"Orbicella annularis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"212",50,24.776438,-80.717769,1269,"Porites astreoides","Florida Keys",128,"Symbiodinium clade",51,"DGGE","F"
"213",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"214",50,24.776438,-80.717769,37,"Acropora cervicornis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"215",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"216",50,24.776438,-80.717769,973,"Orbicella annularis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"217",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"218",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"219",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"220",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"221",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"222",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"223",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"224",50,24.776438,-80.717769,973,"Orbicella annularis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"225",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"226",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"227",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","C"
"228",50,24.776438,-80.717769,973,"Orbicella annularis","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"229",50,24.776438,-80.717769,585,"Dichocoenia stokesi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"230",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"231",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"232",50,24.776438,-80.717769,978,"Orbicella faveolata","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
"233",50,24.776438,-80.717769,1395,"Siderastrea siderea","Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"234",50,24.776438,-80.717769,979,"Orbicella franksi","Florida Keys",128,"Symbiodinium clade",51,"DGGE","D"
