"","specie_id","specie_name","location_id","location_name","trait_id","trait_name","methodology_id","methodology_name","value"
"135",978,"Orbicella faveolata",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"136",978,"Orbicella faveolata",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"137",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"138",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"139",979,"Orbicella franksi",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"140",979,"Orbicella franksi",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"141",979,"Orbicella franksi",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"142",973,"Orbicella annularis",63,"Admiral Patch Reef, Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"143",973,"Orbicella annularis",64,"North Norman's Patch, Exuma Cays",128,"Symbiodinium clade",51,"DGGE","B"
"144",973,"Orbicella annularis",65,"South Perry Reef, Exuma Cays",128,"Symbiodinium clade",51,"DGGE","B"
"145",978,"Orbicella faveolata",63,"Admiral Patch Reef, Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"146",978,"Orbicella faveolata",64,"North Norman's Patch, Exuma Cays",128,"Symbiodinium clade",51,"DGGE","B"
"147",978,"Orbicella faveolata",66,"Little Grecian Reef, Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"148",978,"Orbicella faveolata",67,"Alligator Reef, Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"149",978,"Orbicella faveolata",65,"South Perry Reef, Exuma Cays",128,"Symbiodinium clade",51,"DGGE","B"
"150",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"151",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"152",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"153",978,"Orbicella faveolata",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"154",979,"Orbicella franksi",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"155",979,"Orbicella franksi",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"156",973,"Orbicella annularis",66,"Little Grecian Reef, Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"157",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"158",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"159",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"160",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"161",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"162",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"163",978,"Orbicella faveolata",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"164",978,"Orbicella faveolata",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"165",978,"Orbicella faveolata",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"166",978,"Orbicella faveolata",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"167",978,"Orbicella faveolata",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"168",973,"Orbicella annularis",477,"No location record",128,"Symbiodinium clade",52,"Cloning","B"
"169",1221,"Plesiastrea versipora",74,"Rottnest Island",128,"Symbiodinium clade",51,"DGGE","B"
"170",1221,"Plesiastrea versipora",75,"Dunsborough, Australia",128,"Symbiodinium clade",51,"DGGE","B"
"171",973,"Orbicella annularis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"172",978,"Orbicella faveolata",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"173",978,"Orbicella faveolata",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"174",973,"Orbicella annularis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"175",585,"Dichocoenia stokesi",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"176",590,"Pseudodiploria strigosa",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"177",590,"Pseudodiploria strigosa",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"178",590,"Pseudodiploria strigosa",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"179",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"180",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"181",1395,"Siderastrea siderea",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","B"
"182",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"183",1393,"Siderastrea radians",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"184",1393,"Siderastrea radians",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"185",1393,"Siderastrea radians",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"186",1393,"Siderastrea radians",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"187",1395,"Siderastrea siderea",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"188",1393,"Siderastrea radians",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"189",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"190",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"191",1395,"Siderastrea siderea",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","B"
"192",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"193",1393,"Siderastrea radians",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"194",1393,"Siderastrea radians",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"195",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"196",1395,"Siderastrea siderea",50,"Florida Keys",128,"Symbiodinium clade",51,"DGGE","B"
"197",458,"Colpophyllia natans",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"198",458,"Colpophyllia natans",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"199",458,"Colpophyllia natans",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"200",458,"Colpophyllia natans",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"201",943,"Madracis decactis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"202",943,"Madracis decactis",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"203",943,"Madracis decactis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"204",943,"Madracis decactis",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"205",943,"Madracis decactis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"206",949,"Madracis mirabilis",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"207",949,"Madracis mirabilis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"208",949,"Madracis mirabilis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"209",949,"Madracis mirabilis",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"210",951,"Madracis pharensis",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","B"
"211",951,"Madracis pharensis",46,"Barbados",128,"Symbiodinium clade",51,"DGGE","B"
"212",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"213",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"214",943,"Madracis decactis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"215",943,"Madracis decactis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"216",943,"Madracis decactis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"217",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"218",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"219",949,"Madracis mirabilis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"220",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"221",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"222",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"223",951,"Madracis pharensis",68,"Curacao",128,"Symbiodinium clade",51,"DGGE","B"
"224",943,"Madracis decactis",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"225",943,"Madracis decactis",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","B"
"226",458,"Colpophyllia natans",56,"Lee Stocking Island",128,"Symbiodinium clade",51,"DGGE","B"
"227",1390,"Seriatopora hystrix",82,"Scott Reef",128,"Symbiodinium clade",51,"DGGE","C"
"228",1390,"Seriatopora hystrix",82,"Scott Reef",128,"Symbiodinium clade",51,"DGGE","C"
"229",1390,"Seriatopora hystrix",82,"Scott Reef",128,"Symbiodinium clade",51,"DGGE","C"
"230",1224,"Pocillopora damicornis",477,"No location record",128,"Symbiodinium clade",53,"Sequencing","C"
"231",1390,"Seriatopora hystrix",83,"Day Reef",128,"Symbiodinium clade",51,"DGGE","C"
"232",973,"Orbicella annularis",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","C"
"233",973,"Orbicella annularis",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","C"
"234",979,"Orbicella franksi",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","C"
"235",458,"Colpophyllia natans",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","C"
"236",1395,"Siderastrea siderea",59,"Charlotte Amalie",128,"Symbiodinium clade",51,"DGGE","C"
"237",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"238",1269,"Porites astreoides",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"239",1395,"Siderastrea siderea",52,"South Yucatan",128,"Symbiodinium clade",51,"DGGE","C"
"240",1441,"Stylophora pistillata",84,"Mast Head Reef",128,"Symbiodinium clade",51,"DGGE","C"
"241",649,"Favia fragum",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","C"
"242",204,"Agaricia humilis",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","C"
"243",458,"Colpophyllia natans",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","C"
"244",1395,"Siderastrea siderea",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","C"
"245",590,"Pseudodiploria strigosa",51,"Puerto Morelos",128,"Symbiodinium clade",51,"DGGE","C"
"246",782,"Galaxea astreata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"247",795,"Paragoniastrea australensis",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"248",1337,"Psammocora contigua",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"249",1337,"Psammocora contigua",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"250",467,"Coscinaraea columna",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"251",467,"Coscinaraea columna",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"252",1224,"Pocillopora damicornis",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"253",784,"Galaxea fascicularis",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"254",271,"Astreopora myriophthalma",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"255",1441,"Stylophora pistillata",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"256",523,"Cyphastrea serailia",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"257",523,"Cyphastrea serailia",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"258",180,"Acropora tenuis",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"259",1163,"Pavona varians",86,"Heron Island",128,"Symbiodinium clade",51,"DGGE","C"
"260",1228,"Pocillopora eydouxi",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"261",1234,"Pocillopora meandrina",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"262",752,"Lobactis scutaria",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"263",752,"Lobactis scutaria",87,"Oahu",128,"Symbiodinium clade",51,"DGGE","C"
"264",965,"Merulina ampliata",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"265",782,"Galaxea astreata",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"266",795,"Paragoniastrea australensis",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"267",795,"Paragoniastrea australensis",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"268",795,"Paragoniastrea australensis",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"269",36,"Acropora cerealis",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"270",36,"Acropora cerealis",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"271",467,"Coscinaraea columna",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"272",467,"Coscinaraea columna",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"273",467,"Coscinaraea columna",89,"Feather Reef",128,"Symbiodinium clade",51,"DGGE","C"
"274",1337,"Psammocora contigua",90,"Rib Reef",128,"Symbiodinium clade",51,"DGGE","C"
"275",1224,"Pocillopora damicornis",88,"Zamami Island",128,"Symbiodinium clade",51,"DGGE","C"
